author_nidn,author_name,openalex_id,faculty,total_publications,total_citations,h_index,i10_index,avg_citations_per_paper,publications_last_5_years,citations_last_5_years,most_cited_paper,most_cited_paper_citations,first_publication_year,latest_publication_year,open_access_percentage
"","Jerry Yeremiah Sihombing","A5100037743","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Rika Yanti Purba","A5100037805","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Silvi Munawaroh","A5100037807","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Syauqi Maulana","A5100037842","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Monalisa Rattealo","A5100037844","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Edwin","A5100037845","Fakultas Ekonomi dan Bisnis","0","0","0","0","0","0","0","","0","","","0"
"","Cici Nurnovianti","A5100037847","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","David Natanael Sitorus","A5100037857","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Tiara Cantikawati","A5100037858","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Tatan Tawami","A5100037859","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Yasundari Yasundari","A5100037961","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Rismawaty Rais","A5100037962","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Sindi Sulyanti","A5100037963","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Vina Khoerunnisa","A5100038013","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Juanda Juanda","A5100038014","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Wantoro Wantoro","A5100038024","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Andreas Hirditanium Tangyong","A5100038025","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Raditya Fadillah","A5100038072","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Fadlan Karunia Hidayat","A5100038156","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","Siti Rahmah Cintya","A5100038182","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ryanty Derwentyana Nazhar","A5100038348","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Praymoedya Alramadhan Bahroun","A5100038349","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Dea Nisrina Nurrahmah","A5100038422","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Faiq Athallah Nurindra","A5100038465","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Faiz Khoerul Musyaafa","A5100038661","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Bunga Tafrizia","A5100038677","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Gerri Aliansyah Hermawan","A5100038682","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Wishal Adya Jatmika","A5100038792","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Rachel Maria Naomi Kututung","A5100038845","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ghina Arindiya","A5100038913","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","Luthfi Athar Haidar","A5100039113","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Denise Vivi Faadhilah","A5100039114","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Katie Nur","A5100039147","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Evi Novrisari Nainggolan","A5100039148","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Risa Hazkiasyah Putri","A5100039149","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Nabila Nurul Zahra","A5100039150","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Kankan Kasmana","A5100087545","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Selvia","A5100087551","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Nungki Heriyati","A5100087552","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Nurul Anisa Fitriani","A5101183890","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Adipura Nugraha","A5101221075","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","David Adi Chandra","A5101221187","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Yogi Hidayat","A5101221372","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Alvin Gusti Prabowo","A5101222858","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Mohammad Ali","A5101392850","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Rodi Hartono","A5102429985","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Mahdi M L","A5102437282","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Amirah Rahmawati","A5102489889","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Aliza Meidana Putri","A5102521709","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Khairul Iqbal","A5102526711","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Raudhatusholihat Amalia","A5102531615","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Adri Nur Alamsyah","A5102531616","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Nesta Muhammad Akbar M","A5102533800","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Tasya Dian Lestari","A5102539049","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Maman Hidayat","A5102608772","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","Yulia Ambarsih Ekawardhani","A5102702515","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Y I Maulana","A5103980858","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Aditya Malik","A5104007523","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Farah Akbar","A5104081701","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Mohammad Arziz Raka Pradana","A5104087916","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Muhammad Yasir Mumtaz","A5104137864","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Advensius Agung Dede Saputra","A5104159420","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Muhammad Andrian Pratama","A5104208635","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Yani Syafei","A5104233248","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhamad Khosyi Izzatullah","A5104293655","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Deden Abdul Wahab Sya’roni","A5104605738","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Hendar Rubedo","A5104620275","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Umi Narimawati","A5104827330","Fakultas Ekonomi dan Bisnis","0","0","1","0","0","0","0","","0","","","0"
"","Ibnul Yasari Rahmat","A5104882004","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Lia Warlina","A5104907133","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Lazuardi Alfariz","A5104943181","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Rizqi Magdawati Nur Izzizti","A5104943205","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Leni Cahyani","A5104943225","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Diah Pudjiastuti","A5104943236","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Melly Maulin Puwaningwulan","A5104943239","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Salma Andeyani","A5104943257","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Astri Aprilianti","A5104943262","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Al-Fandy","A5104943301","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Amadea Ajeng","A5105102553","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Yayah Sutisnawati","A5105102569","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Muhammad Haikal Musyaffa","A5105102570","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Nafisa Aulia","A5105102607","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","Mega Malita","A5105102627","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Eneng Intan","A5105102628","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Adhira Damarsaputra","A5105102640","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ipay Azmiatu Rahman","A5105102641","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Iftah Sapari Ridwanulloh","A5105102642","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ronauli Nadeak","A5105850972","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Ardi wijaya","A5106336193","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","Herman Surdiatno","A5106802931","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Fathan Arif Nugroho Yuwono","A5106884998","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Cici Nurnovianti","A5106914409","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Nia Karniawati","A5106914410","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Andri Sahata Sitanggang","A5106914470","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Hafidz Fathi Azkia","A5106914471","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Endar Sutrisno","A5106914472","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Zahra FH","A5106914473","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Dela Eka","A5106914474","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Herdiana Safira","A5107178175","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Andriyan Subhan","A5107324989","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Al Imran","A5108143010","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Fauzi Ensa Hidayat","A5108818477","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Z I Rahmat","A5108848519","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhamad Adam Andhika","A5108849987","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Faridz Muhammad","A5108951927","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","M I Akbar","A5108951930","Fakultas Ekonomi dan Bisnis","0","0","0","0","0","0","0","","0","","","0"
"","Archi Maulana Ibrahim","A5108952683","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Noer Dwi Purnama Rini","A5108971016","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","WA Astuti","A5109506560","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Rahman Hidayat","A5109591180","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Mohammad Iqbal Matondang","A5109608873","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Shinji Putri Rahmawati","A5109612844","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Reydho Trihandika Putra","A5109620355","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Alvika Permana","A5109620730","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Maulana Farras Naufal","A5109620756","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","Michael Nagaku Milenn Salim","A5109671650","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Gilang Aghistya Ramadhan","A5109742934","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Siti Sri Andini","A5109743859","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","Mohammed Irfan Helmy","A5109753472","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","S.Kom Elsa Widiati","A5110474921","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","R Juliana","A5110576969","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","Y S Puspita","A5110577519","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Annisa Paramitha F","A5110584904","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","JC Wibawa","A5110650786","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Adam Mukharil Bachtiar","A5110727181","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Muhammad Iqbal Al Hafidz","A5110924971","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Raeny Dwisanty","A5110966070","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Sulaksana Adi","A5110989091","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","Mohamad Indra Firmansyah","A5111018788","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ayu Wulandari Wirawan Wahyudi","A5111075673","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Dhara Pasya","A5111121390","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Mohammad Ali","A5111155894","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Meilina Permata Sari","A5111249236","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Rifky Naufal","A5111259189","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Muhammad Iqbal Sholahuddin","A5111266663","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Devan Raditya Pratama","A5111270218","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","TAUFAN HIDAYATULLAH","A5111399109","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","IMELDA PANGARIBUAN","A5111399141","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","RICHI DWI AGUSTIA","A5111399146","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Gema Arifrahara","A5112419649","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","Sri Nurhayati","A5112442270","Fakultas Desain","0","0","1","1","0","0","0","","0","","","0"
"","I Nym. Anom Fajaraditya","A5112450331","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","YY Kerlooza","A5112485209","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Arjuna Arijaldi","A5112530745","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Aas Setiawati","A5112727430","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Aelina Surya","A5112854616","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Rivaldy Syahputra","A5112901040","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","G.A. Prahara","A5112908776","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Sely Novia Sari","A5112931894","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Iqbal Ricky Wahyudi","A5112953186","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","Ismu Johan Halim","A5112954292","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Dea Inesia Sri Utami","A5112954300","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Annisa Maftuhatul Jannah","A5112960826","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Ryan Prima Chandra","A5113022242","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Reggina Andriani","A5113040313","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Muhammad Syahril Iskandar","A5113070567","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Shopi Nurul Hasanah","A5113102337","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","Pritha Andriana Putri","A5113136333","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","Ramadhan Syaiful Bahri","A5113136353","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Salman Abdul Gani","A5113257566","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Al Fariz","A5113266330","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Nefi Salsabila Hadi","A5113280969","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Evita Rizki Utami","A5113280971","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Arif Try Cahyadi","A5113299748","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Adhithyas Prasetyo","A5113299749","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Leonardi Paris Hansugian","A5113866033","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Satiadji Budiman","A5113875549","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Dessy Puspita Sari","A5113988763","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Muhammad A.F Rahman","A5114038702","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ahmad Panji Mahendra","A5114045659","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ardhi Fadli Firdaus","A5114065998","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Dina Sari Fujiwati Lestari","A5114069788","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Aldan Nur Zen","A5114079534","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Abdul Majid Gaffar","A5114099807","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Andika Rachman Firmansyah","A5114121278","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Alan Riansyah","A5114179363","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Navisa Kusnaedi Putri","A5114187395","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","M Rafli Lutful Aziz","A5114188406","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Yosefa Maria Seran","A5114993935","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Isa Abdil Aziz Yanatama","A5115032347","Fakultas Ekonomi dan Bisnis","0","0","0","0","0","0","0","","0","","","0"
